l_gyro_y_below_suspension__spkt_welch_density__coeff_2,l_mag_x_above_suspension__abs_energy,l_mag_x_above_suspension__c3__lag_1,l_mag_x_above_suspension__c3__lag_2,l_mag_x_above_suspension__c3__lag_3,l_mag_x_dashboard__c3__lag_2,l_mag_x_dashboard__c3__lag_3,l_mag_y_above_suspension__abs_energy,l_speed__abs_energy,l_temp_above_suspension__abs_energy,l_temp_below_suspension__abs_energy,r_gyro_x_below_suspension__abs_energy,r_gyro_y_below_suspension__abs_energy,r_gyro_y_below_suspension__time_reversal_asymmetry_statistic__lag_1,r_mag_x_above_suspension__c3__lag_1,r_mag_x_above_suspension__c3__lag_2,r_mag_x_above_suspension__c3__lag_3,r_mag_x_above_suspension__spkt_welch_density__coeff_5,r_mag_z_above_suspension__spkt_welch_density__coeff_2,r_mag_z_above_suspension__spkt_welch_density__coeff_5,r_mag_z_above_suspension__spkt_welch_density__coeff_8,r_speed__abs_energy,r_temp_above_suspension__abs_energy,r_temp_above_suspension__c3__lag_1,r_temp_above_suspension__c3__lag_2,r_temp_above_suspension__c3__lag_3,r_temp_below_suspension__abs_energy,r_temp_dashboard__abs_energy,class
559.0065168366053,611746.5167672287,176833.97091845592,169871.17367333028,164514.2143767399,-848.3439378123286,-848.5203508303093,295934.38944412797,8669.98335419501,308523.1768045826,224218.70384386054,29569.791777005135,215553.2245097625,-7050.3557853042585,-7221.5633970252475,-6663.529245402245,-5973.261010060031,50.075030752167166,1583.204644154465,3627.1490700674694,3230.70757926226,8669.98335419501,439412.02059364977,102982.91648709419,102985.67391388763,102986.81582185738,241070.1931950841,233915.09916442196,0
343.74171044255434,526316.5449330965,142894.8472279939,141580.9041986044,140699.49181602147,1.5897172682844967,1.5036318889825642,50019.877857586405,5972.820287610588,269700.4710268027,226329.36871033604,23188.454194985014,247813.69506204163,-2439.8270987004776,5324.637825648519,4829.868126885251,4935.704584821789,1636.2428916976473,6699.524430921972,61288.617765144314,10184.177413909705,5972.820287610588,370285.54847739264,79661.34911195164,79662.86054171261,79663.3143928156,241615.24167081204,242553.7303460613,0
2504.4443398097524,575316.6834286982,160111.23769536856,151926.6477267062,146241.78373716684,-1112.4568860385634,-1113.643439633079,256167.2347914483,7050.3202052446995,279745.6065975491,225070.08597692449,22188.127085739376,378535.22088496684,-10964.745050866219,-8714.016698011368,-8492.822890804204,-8483.798319934607,60.81501190224253,796.2569744400793,4246.65584844508,3959.822542847732,7050.3202052446995,392098.1216053098,86798.83572261948,86794.990485658,86795.60086022317,239461.05163013906,255256.64123011928,0
1240.512743280879,473398.12053149915,110325.64010516074,100021.42358703341,96990.2131007518,-837.9308271206187,-835.7585481538065,164249.00786574167,93824.32253312093,263338.22564594535,205033.4043453406,47106.667330343415,339704.3723038773,3737.2399636396703,-3583.2063638791446,-2088.54546371426,-1470.8701787564296,396.80375090759713,6154.360662599932,6285.138068412751,5019.476187854831,93824.32253312093,346973.6187695847,72257.50259395762,72256.16192911212,72252.34439542999,218891.71464995362,231306.83174193243,0
2090.0890051952874,450918.77615382045,109069.04851979995,104305.39911171581,102756.5353756973,-854.1291407720373,-852.2152396919091,184049.80593593532,7597.390432530296,279148.84612609,227364.9097730083,16311.417821604164,309526.223550118,-9408.276816597372,-3021.8271116173746,-2863.6058676767034,-2019.7015301192894,386.9415757593186,463.4631626345276,442.6599036662659,495.2988942013041,7597.390432530296,388962.2651143842,85765.85487943176,85767.19343959962,85765.68279778548,242909.15161086115,251398.83766684562,0
0.7132929798423071,1128097.1691046453,423682.5804351229,423727.08115285233,423777.97666227503,9695.416282282566,9706.542200814505,26553.894561392874,0.0084476435858439,227106.87378494497,203717.18830284104,261.2317111708804,478.4107610753946,-0.6525607625420166,69818.10578311146,67930.99440724346,67898.75532562437,144.70287482569594,17.584908062418602,66.41520242634351,88.89842200246383,0.0084476435858439,232326.448170086,39590.8947540986,39590.69047911926,39591.79336358158,203384.01941442883,232883.89576993452,0
2495.7690200093284,1149368.6049320577,435713.1912902245,435747.0520808716,435564.5429265081,1048.6411773271948,1046.3925665702097,134836.60116623424,14822.385865653065,306187.7715113908,223440.91850506884,27774.21841251618,299593.20167651883,-9840.347356473803,-6171.6744873396265,-5821.305069229224,-5640.6115655831745,2.512788365528596,9519.826687679388,834.545434495671,12597.29285111829,14822.385865653065,435722.92380334233,101683.93749119597,101681.94249167162,101680.57963441148,241572.78048924037,229920.46649785567,0
1980.5443375041336,1081191.9104305652,395748.02649584407,393707.1656060848,392815.7579443642,139.4649253417883,138.9182271679148,83798.98386132733,16325.814284015058,231113.00781068203,205236.14001513275,23670.620391341625,304349.52840583975,-12009.33858940726,-5538.075541729295,-4452.860482532967,-4397.558020599725,481.70867628789114,92.26902759605682,10038.755934202181,2839.6597997280055,16325.814284015058,268201.73871293745,49107.001636822926,49107.75011669651,49107.864928671705,213195.96791101812,252304.85442743052,0
8592.123508242154,1158703.1610122873,440821.7049827367,440773.6240991754,440904.66261938855,10308.636179268553,10311.104921466354,275246.2541083908,11401.662415833172,289334.1496129772,223355.14034445153,34210.956751428224,443707.3589750531,-17035.691652129022,26601.606038901853,24175.430258680168,23558.9806751642,85.59668657121541,1064.7858304901013,332.77700771697954,54608.43421618555,11401.662415833172,414492.0705305754,94344.61316320373,94347.99850280744,94351.55280331588,239980.4131742898,240533.34983888268,0
11891.635702533426,575068.4771774211,159043.99278221367,149394.40064283914,141705.78474017102,-1098.574383310164,-1097.3655935625357,275799.6845122909,8923.832173156541,279756.3689800602,224878.67002972373,25008.167605293096,280065.1172305923,-6934.724795845581,-7726.2686461087505,-7513.131173973796,-7472.291977581676,183.92904593194592,480.2264198941963,1388.8085349577364,290.63430127885704,8923.832173156541,392128.21936482773,86814.95433042235,86815.67514637375,86817.62164597255,239560.63046895972,255667.7532350201,0
